area_of_activity,country,end_day,end_month,end_year,eruption_category,eruption_number,evidence_category,evidence_method_dating,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,start_day,start_month,start_year,subregion,tectonic_settings,vei,volcano_name,volcano_name (eruptions.csv),volcano_number,volcano_number (eruptions.csv),Area_sq_miles,elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
NA,Guatemala,NA,NA,NA,Uncertain Eruption,10669,Eruption Observed,NA,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,"112,9",Stratovolcano,LATIN AMER. & CARIB,México and Central America,25,12,1571,Guatemala,Subduction zone / Continental crust (>25 km),NA,Fuego,Fuego,342090,342090,108890,3763,14.473,-90.88,12293545,7677809,54332,1016339,1373
NA,Mexico,NA,NA,NA,Confirmed Eruption,10528,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyandesite / Basaltic Trachyandesite, , , , ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1571,Mexico,Subduction zone / Continental crust (>25 km),2,Popocatepetl,Popocatepetl,341090,341090,1972550,5393,19.023,-98.622,107449525,26509510,2584,634054,325
Maru-yama,Japan,NA,NA,NA,Confirmed Eruption,18643,Eruption Observed,Radiocarbon (corrected),2004,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,1570,Hokkaido,Subduction zone / Continental crust (>25 km),2,Tokachidake,Tokachidake,285050,285050,377835,2077,43.418,142.686,127463611,1373264,227,60382,12
NA,Indonesia,NA,NA,NA,Uncertain Eruption,15807,Eruption Observed,NA,1797,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,0,0,1570,Java,Subduction zone / Continental crust (>25 km),NA,Merbabu,Merbabu,263240,263240,1919440,3118,-7.454,110.44,245452739,25096234,249747,3019783,19996
Mikri Kameni,Greece,0,0,1573,Confirmed Eruption,13884,Eruption Observed,Historical Observations,1950,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachyte / Trachydacite, ,Rhyolite, , , , ,"81,0",Shield,WESTERN EUROPE,Mediterranean and Western Asia,0,0,1570,Greece,Subduction zone / Continental crust (>25 km),3,Santorini,Santorini,212040,212040,131940,367,36.404,25.396,10688058,67468,12266,12336,5176
NA,Italy,0,0,1572,Confirmed Eruption,13330,Eruption Observed,Historical Observations,1944,Phono-tephrite /  Tephri-phonolite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,0,0,1570,Italy,Subduction zone / Continental crust (>25 km),1,Vesuvius,Vesuvius,211020,211020,301230,1281,40.821,14.426,58133509,6009961,675705,3907941,19162
NA,New Zealand,NA,NA,NA,Confirmed Eruption,14456,Eruption Observed,Radiocarbon (uncorrected),1800,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,0,0,1570,New Zealand,Subduction zone / Continental crust (>25 km),NA,Taranaki,Taranaki,241030,241030,268680,2518,-39.3,174.07,4076140,104499,230,77381,200
NA,El Salvador,NA,NA,NA,Confirmed Eruption,19894,Eruption Observed,Historical Observations,2005,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Dacite,Rhyolite, , , ,"324,3",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1570,El Salvador and Honduras,Subduction zone / Continental crust (>25 km),NA,Santa Ana,Santa Ana,343020,343020,21040,2381,13.853,-89.63,6822378,6486880,21653,1240131,489
Nindirí,Nicaragua,NA,NA,NA,Confirmed Eruption,11009,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"43,0",Caldera,LATIN AMER. & CARIB,México and Central America,0,0,1570,Nicaragua,Subduction zone / Continental crust (>25 km),0,Masaya,Masaya,344100,344100,129494,594,11.985,-86.165,5570129,2926954,989888,1914707,989888
NA,Nicaragua,NA,NA,NA,Uncertain Eruption,11043,Unrest / Holocene,NA,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1570,Nicaragua,Subduction zone / Continental crust (>25 km),NA,Mombacho,Mombacho,344110,344110,129494,1344,11.826,-85.968,5570129,2709304,56671,621451,656
North flank of main summit,Ecuador,NA,NA,NA,Confirmed Eruption,11414,Eruption Observed,Tephrochronology,1786,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite, , , , ,"47,8",Others,LATIN AMER. & CARIB,South America,0,0,1570,Ecuador,Subduction zone / Continental crust (>25 km),4,Cayambe,Cayambe,352006,352006,283560,5790,0.029,-77.986,13547510,3154986,1148,109630,70
Arenas Crater?,Colombia,NA,NA,NA,Confirmed Eruption,11278,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"38,3",Stratovolcano,LATIN AMER. & CARIB,South America,0,0,1570,Colombia,Subduction zone / Continental crust (>25 km),NA,"Ruiz, Nevado del","Ruiz, Nevado del",351020,351020,1138910,5279,4.892,-75.324,43593035,4252435,20146,507608,3849
NA,Mexico,0,0,1589,Confirmed Eruption,10578,Eruption Observed,Historical Observations,1846,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1569,Mexico,Subduction zone / Continental crust (>25 km),2,"Orizaba, Pico de","Orizaba, Pico de",341100,341100,1972550,5564,19.03,-97.27,107449525,5962920,4469,759747,413
NE crater margin,Solomon Islands,NA,NA,NA,Confirmed Eruption,15181,Eruption Observed,Historical Observations,1847,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,"19,4",Stratovolcano,OCEANIA,Melanesia and Australia,0,0,1568,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,3,Savo,Savo,255070,255070,28450,485,-9.13,159.82,552438,174571,3200,6251,3200
NA,Mexico,NA,NA,NA,Confirmed Eruption,10382,Eruption Observed,Historical Observations,1875,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1567,Mexico,Subduction zone / Continental crust (>25 km),NA,Ceboruco,Ceboruco,341030,341030,1972550,2280,21.125,-104.508,107449525,1282014,30319,93057,616
NE flank,Italy,0,12,1566,Confirmed Eruption,13671,Eruption Observed,Historical Observations,2020,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,1,11,1566,Italy,Subduction zone / Continental crust (>25 km),2,Etna,Etna,211060,211060,301230,3295,37.748,14.999,58133509,3052770,3291,1016540,78
Ohachi,Japan,NA,NA,NA,Confirmed Eruption,17117,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Shield,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",31,10,1566,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),3,Kirishimayama,Kirishimayama,282090,282090,377835,1700,31.934,130.862,127463611,3972044,8415,407050,647
NA,Ecuador,16,11,1566,Confirmed Eruption,11478,Eruption Observed,Historical Observations,2002,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"47,8",Stratovolcano,LATIN AMER. & CARIB,South America,17,10,1566,Ecuador,Subduction zone / Continental crust (>25 km),3,Guagua Pichincha,Guagua Pichincha,352020,352020,283560,4784,-0.171,-78.598,13547510,3581801,32488,2064475,449
NA,Japan,NA,NA,NA,Confirmed Eruption,17116,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Shield,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",6,5,1566,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),2,Kirishimayama,Kirishimayama,282090,282090,377835,1700,31.934,130.862,127463611,3972044,8415,407050,647
NA,Mexico,NA,NA,NA,Confirmed Eruption,10577,Eruption Observed,Historical Observations,1846,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1566,Mexico,Subduction zone / Continental crust (>25 km),2,"Orizaba, Pico de","Orizaba, Pico de",341100,341100,1972550,5564,19.03,-97.27,107449525,5962920,4469,759747,413
Cerro Chino,Guatemala,NA,NA,NA,Confirmed Eruption,10739,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Dacite,Rhyolite,Andesite / Basaltic Andesite, ,Trachyandesite / Basaltic Trachyandesite, , , , ,"112,9",Complex,LATIN AMER. & CARIB,México and Central America,0,8,1565,Guatemala,Subduction zone / Continental crust (>25 km),3,Pacaya,Pacaya,342110,342110,108890,2569,14.382,-90.601,12293545,7033094,53579,2454482,4250
NA,Guatemala,NA,NA,NA,Uncertain Eruption,10668,Eruption Observed,NA,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,"112,9",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1565,Guatemala,Subduction zone / Continental crust (>25 km),2,Fuego,Fuego,342090,342090,108890,3763,14.473,-90.88,12293545,7677809,54332,1016339,1373
NA,Indonesia,NA,NA,NA,Confirmed Eruption,16583,Eruption Observed,Historical Observations,2007,Andesite / Basaltic Andesite, , , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,31,12,1564,Halmahera,Subduction zone / Oceanic crust (< 15 km),3,Gamkonora,Gamkonora,268040,268040,1919440,1635,1.38,127.53,245452739,627128,12744,61376,3354
Naka-dake,Japan,NA,NA,NA,Confirmed Eruption,17240,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,12,1564,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),2,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
Lagoa do Fogo caldera,Portugal,12,2,1564,Confirmed Eruption,13033,Eruption Observed,Historical Observations,1564,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,"114,8",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,10,2,1564,Azores,Rift zone / Oceanic crust (< 15 km),2,Agua de Pau,Agua de Pau,382090,382090,92391,947,37.77,-25.47,10605870,119653,17272,113131,406
NA,Chile,NA,NA,NA,Confirmed Eruption,21036,Eruption Observed,Varve Count,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,,,1564,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),2,Villarrica,Villarrica,357120,357120,756950,2847,-39.42,-71.93,16134219,667788,1067,35118,477
"Caldera, NW flank (Cerro Queimado)",Portugal,26,7,1563,Confirmed Eruption,13032,Eruption Observed,Historical Observations,1564,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , ,"114,8",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,28,6,1563,Azores,Rift zone / Oceanic crust (< 15 km),5,Agua de Pau,Agua de Pau,382090,382090,92391,947,37.77,-25.47,10605870,119653,17272,113131,406
Naka-dake,Japan,NA,NA,NA,Uncertain Eruption,17239,Eruption Observed,NA,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",3,5,1563,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),2,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
East flank (800 m),Portugal,0,0,1564,Confirmed Eruption,12987,Eruption Observed,Historical Observations,1720,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,"114,8",Stratovolcano,WESTERN EUROPE,Atlantic Ocean,21,9,1562,Azores,Rift zone / Oceanic crust (< 15 km),2,Pico,Pico,382020,382020,92391,2351,38.47,-28.4,10605870,56736,5944,31521,304
Naka-dake,Japan,NA,NA,NA,Confirmed Eruption,17238,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,3,1562,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),2,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
NA,Chile,NA,NA,NA,Confirmed Eruption,12101,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,0,0,1562,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),2,Villarrica,Villarrica,357120,357120,756950,2847,-39.42,-71.93,16134219,667788,1067,35118,477
NA,Indonesia,NA,NA,NA,Confirmed Eruption,16598,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,31,12,1561,Halmahera,Subduction zone / Oceanic crust (< 15 km),2,Gamalama,Gamalama,268060,268060,1919440,1715,0.8,127.33,245452739,536972,204820,308691,103429
NA,Japan,NA,NA,NA,Uncertain Eruption,17449,Eruption Observed,NA,1708,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",4,1,1560,Honshu,Subduction zone / Continental crust (>25 km),NA,Fujisan,Fujisan,283030,283030,377835,3776,35.361,138.728,127463611,25022187,1759,906969,570
NA,Japan,NA,NA,NA,Uncertain Eruption,18025,Eruption Observed,NA,1974,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,1560,Honshu,Subduction zone / Continental crust (>25 km),NA,Chokaisan,Chokaisan,283220,283220,377835,2236,39.099,140.049,127463611,2301576,707,185681,131
NA,Mexico,NA,NA,NA,Confirmed Eruption,10412,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, ,"54,5",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1560,Mexico,Subduction zone / Continental crust (>25 km),2,Colima,Colima,341040,341040,1972550,3850,19.514,-103.62,107449525,1494790,746,303490,76
Furudake,Japan,NA,NA,NA,Confirmed Eruption,16964,Eruption Observed,Radiocarbon (corrected),2020,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,1560,Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),NA,Kuchinoerabujima,Kuchinoerabujima,282050,282050,377835,657,30.443,130.217,127463611,149518,1698,5348,1544
NA,Indonesia,NA,NA,NA,Confirmed Eruption,15806,Eruption Observed,Historical Observations,1797,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,0,0,1560,Java,Subduction zone / Continental crust (>25 km),NA,Merbabu,Merbabu,263240,263240,1919440,3118,-7.454,110.44,245452739,25096234,249747,3019783,19996
NA,Indonesia,NA,NA,NA,Confirmed Eruption,15852,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,0,0,1560,Java,Subduction zone / Continental crust (>25 km),3,Merapi,Merapi,263250,263250,1919440,2910,-7.54,110.446,245452739,24728414,185849,4348473,49205
NA,New Zealand,NA,NA,NA,Confirmed Eruption,14455,Eruption Observed,Radiocarbon (uncorrected),1800,Andesite / Basaltic Andesite, , , , ,Basalt / Picro-Basalt, , , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,0,0,1560,New Zealand,Subduction zone / Continental crust (>25 km),NA,Taranaki,Taranaki,241030,241030,268680,2518,-39.3,174.07,4076140,104499,230,77381,200
NA,Ecuador,NA,NA,NA,Uncertain Eruption,11477,Eruption Observed,NA,2002,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"47,8",Stratovolcano,LATIN AMER. & CARIB,South America,0,0,1560,Ecuador,Subduction zone / Continental crust (>25 km),2,Guagua Pichincha,Guagua Pichincha,352020,352020,283560,4784,-0.171,-78.598,13547510,3581801,32488,2064475,449
NA,Costa Rica,NA,NA,NA,Confirmed Eruption,11200,Eruption Observed,Radiocarbon (corrected),1994,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,0,0,1560,Costa Rica,Subduction zone / Continental crust (>25 km),3,Irazu,Irazu,345060,345060,51100,3432,9.979,-83.852,4075261,3432860,25442,1667528,1978
NA,Guatemala,NA,NA,NA,Uncertain Eruption,10667,Eruption Observed,NA,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,"112,9",Stratovolcano,LATIN AMER. & CARIB,México and Central America,16,1,1559,Guatemala,Subduction zone / Continental crust (>25 km),NA,Fuego,Fuego,342090,342090,108890,3763,14.473,-90.88,12293545,7677809,54332,1016339,1373
NA,Indonesia,NA,NA,NA,Uncertain Eruption,13705,Eruption Observed,NA,1969,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,0,0,1559,Lesser Sunda Islands,Subduction zone / Crustal thickness unknown,NA,Iya,Iya,264110,264110,1919440,618,-8.891,121.641,245452739,535387,46835,62974,10837
Naka-dake,Japan,0,0,1559,Confirmed Eruption,17237,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",0,0,1558,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),2,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
Summit craters and Sciara del Fuoco,Italy,0,0,1857,Confirmed Eruption,13425,Eruption Observed,Historical Observations,2020,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite, , , ,"193,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,0,0,1558,Italy,Subduction zone / Continental crust (>25 km),3,Stromboli,Stromboli,211040,211040,301230,924,38.789,15.213,58133509,1347563,2225,3894,2225
NA,Chile,NA,NA,NA,Confirmed Eruption,12100,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,0,0,1558,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),2,Villarrica,Villarrica,357120,357120,756950,2847,-39.42,-71.93,16134219,667788,1067,35118,477
Beerenberg,Norway,NA,NA,NA,Uncertain Eruption,12966,Eruption Observed,NA,1985,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite, , , , , , , ,"14,2",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,0,0,1558,Atlantic Ocean (Jan Mayen),Rift zone / Oceanic crust (< 15 km),NA,Jan Mayen,Jan Mayen,376010,376010,323802,2197,71.082,-8.155,4610820,0,0,0,0
NA,Guatemala,NA,NA,NA,Uncertain Eruption,10666,Eruption Observed,NA,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,"112,9",Stratovolcano,LATIN AMER. & CARIB,México and Central America,15,1,1557,Guatemala,Subduction zone / Continental crust (>25 km),NA,Fuego,Fuego,342090,342090,108890,3763,14.473,-90.88,12293545,7677809,54332,1016339,1373
SW of Hekla (Raudubjallar),Iceland,0,6,1554,Confirmed Eruption,12740,Eruption Observed,Historical Observations,2000,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite,Dacite, , , , , , ,"2,9",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,0,5,1554,Iceland (southern),Rift zone / Oceanic crust (< 15 km),2,Hekla,Hekla,372070,372070,103000,1490,63.983,-19.666,299388,22845,0,298,0
