country,country (volcano.csv),evidence_category,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,subregion,tectonic_settings,volcano_name,volcano_number,Area (sq. mi.),elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
Indonesia,Indonesia,Eruption Observed,2020,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , ,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Java,Subduction zone / Continental crust (>25 km),Merapi,263250,1919440,2910,-7.54,110.446,245452739,24728414,185849,4348473,49205
Indonesia,Indonesia,Eruption Observed,1797,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Java,Subduction zone / Continental crust (>25 km),Merbabu,263240,1919440,3118,-7.454,110.44,245452739,25096234,249747,3019783,19996
Tanzania,Tanzania,Eruption Observed,1910,Phonolite,Foidite,Phono-tephrite /  Tephri-phonolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , , , ,"39,6",Stratovolcano,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Meru,222160,945087,4565,-3.25,36.75,37445392,2375631,2506,828942,0
Greece,Greece,Eruption Observed,-258,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"81,0",Lava dome,WESTERN EUROPE,Mediterranean and Western Asia,Greece,Subduction zone / Continental crust (>25 km),Methana,212020,131940,760,37.615,23.336,10688058,4220783,1683,48917,152
Chile,Chile,Eruption Observed,1835,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Rhyolite, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,Southern Chile and Argentina,Subduction zone / Continental crust (>25 km),Michinmahuida,358040,756950,2452,-42.799,-72.445,16134219,64498,9,7989,0
Mexico,Mexico,Eruption Observed,1952,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite,Dacite, , ,"54,5",Pyroclastic cone,LATIN AMER. & CARIB,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Michoacan-Guanajuato,341060,1972550,3860,19.85,-101.75,107449525,5783287,5783287,5783287,5783287
Japan,Japan,Eruption Observed,1839,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Midagahara,283080,377835,2621,36.571,137.59,127463611,4455560,521,143935,401
Japan,Japan,Eruption Dated,-4100,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Mikurajima,284041,377835,851,33.874,139.602,127463611,25466,293,4551,293
Canada,Canada,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"3,3",Pyroclastic cone,NORTHERN AMERICA,Canada and Western USA,Canada,Intraplate / Continental crust (>25 km),Milbanke Sound Group,320120,9984670,335,52.5,-128.73,33098932,2792,574,574,574
Russia,Russia,Eruption Observed,1914,Andesite / Basaltic Andesite, , , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kuril Islands,Kuril Islands,Subduction zone / Oceanic crust (< 15 km),Milna,290161,17075200,1504,46.815,151.786,142893540,188,47,49,43
Greece,Greece,Eruption Dated,140,Rhyolite,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"81,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,Greece,Subduction zone / Continental crust (>25 km),Milos,212030,131940,751,36.699,24.439,10688058,73100,7389,9851,6688
Japan,Japan,Eruption Observed,1975,Trachyandesite / Basaltic Trachyandesite, , , , , , , , , ,"337,4",Others,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,Minami-Hiyoshi,284131,377835,-107,23.5,141.935,127463611,26,0,0,0
Costa Rica,Costa Rica,Eruption Observed,1946,Andesite / Basaltic Andesite,Rhyolite,Dacite,Basalt / Picro-Basalt, , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Miravalles,345030,51100,2028,10.748,-85.153,4075261,757945,7492,61875,79
Japan,Japan,Eruption Observed,2010,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Miyakejima,284040,377835,775,34.094,139.526,127463611,95663,3189,3474,1848
Chile,Chile,Eruption Observed,1937,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Mocho-Choshuenco,357130,756950,2422,-39.927,-72.027,16134219,401631,789,16633,81
United States,United States,Eruption Dated,-1600,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Moffett,311111,9631420,1196,51.944,-176.747,298444215,0,0,0,0
Ecuador,Ecuador,Evidence Uncertain,Unknown,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,"47,8",Stratovolcano,LATIN AMER. & CARIB,South America,Ecuador,Subduction zone / Continental crust (>25 km),Mojanda,352005,283560,4263,0.13,-78.27,13547510,3071030,15510,480382,173
Nicaragua,Nicaragua,Unrest / Holocene,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Mombacho,344110,129494,1344,11.826,-85.968,5570129,2709304,56671,621451,656
Nicaragua,Nicaragua,Eruption Observed,2016,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Momotombo,344090,129494,1270,12.423,-86.539,5570129,3569021,1851,98583,100
United States,United States,Eruption Dated,1790,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , , ,"31,0",Pyroclastic cone,NORTHERN AMERICA,Canada and Western USA,USA (California),Rift zone / Continental crust (>25 km),Mono Lake Volcanic Field,323110,9631420,2121,38,-119.03,298444215,65028,1066,1491,1066
United States,United States,Eruption Dated,1380,Rhyolite, , , , ,Dacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,"31,0",Lava dome,NORTHERN AMERICA,Canada and Western USA,USA (California),Rift zone / Continental crust (>25 km),Mono-Inyo Craters,323120,9631420,2796,37.804,-119.029,298444215,82160,7393,9048,558
United Kingdom,United Kingdom,Eruption Observed,2007,Basalt / Picro-Basalt, , , , , , , , , ,"247,6",Shield,WESTERN EUROPE,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Montagu Island,390081,244820,1370,-58.445,-26.374,60609153,0,0,0,0
Vanuatu,Vanuatu,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"17,1",Stratovolcano,OCEANIA,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),Motlav,257001,12200,411,-13.67,167.67,208869,7490,292,3768,251
Guatemala,Guatemala,Evidence Credible,Unknown,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"112,9",Stratovolcano,LATIN AMER. & CARIB,México and Central America,Guatemala,Subduction zone / Continental crust (>25 km),Moyuta,342130,108890,1662,14.03,-90.1,12293545,7064437,15469,394687,3457
Papua New Guinea,Papua New Guinea,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"12,3",Complex,OCEANIA,Melanesia and Australia,New Britain,Subduction zone / Continental crust (>25 km),Mundua,252021,462840,171,-4.624,149.339,5670544,9419,501,6406,489
Indonesia,Indonesia,Eruption Dated,-160,Trachybasalt / Tephrite Basanite,Trachyte / Trachydacite,Phonolite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Java,Subduction zone / Continental crust (>25 km),Muria,263251,1919440,1625,-6.62,110.88,245452739,13061031,7653,1587867,212
Russia,Russia,Eruption Observed,2000,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,"8,4",Complex,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Mutnovsky,300060,17075200,2288,52.449,158.196,142893540,250858,0,97,0
Japan,Japan,Eruption Observed,1970,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"337,4",Others,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Myojinsho,284070,377835,11,31.888,139.918,127463611,242,0,0,0
Japan,Japan,Eruption Dated,-750,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Myokosan,283100,377835,2454,36.891,138.114,127463611,4118863,11033,561142,1563
Fiji,Fiji,Eruption Dated,1660,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"49,6",Lava dome,OCEANIA,New Zealand to Fiji,Fiji Islands,Subduction zone / Crustal thickness unknown,Nabukelevu,245030,18270,805,-19.12,177.98,905949,21730,1379,4523,269
Japan,Japan,Eruption Observed,1914,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,Subduction zone / Oceanic crust (< 15 km),Nakanoshima,282040,377835,979,29.859,129.857,127463611,14037,170,364,137
Kenya,Kenya,Eruption Dated,-6550,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , ,"59,6",Shield,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Namarunu,222040,582650,817,1.98,36.43,34707817,186674,537,7073,47
Japan,Japan,Eruption Dated,-9540,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Nantaisan,283141,377835,2486,36.765,139.491,127463611,11079746,12768,128931,781
Mexico,Mexico,Eruption Dated,-1200,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachybasalt / Tephrite Basanite, , ,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , , ,"54,5",Pyroclastic cone,LATIN AMER. & CARIB,México and Central America,Mexico,Subduction zone / Continental crust (>25 km),Naolinco Volcanic Field,341095,1972550,2000,19.67,-96.75,107449525,4184323,108824,739767,108824
Japan,Japan,Eruption Observed,837,Rhyolite,Dacite, , , , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Naruko,283200,377835,470,38.729,140.734,127463611,4417058,54771,210262,54771
Japan,Japan,Eruption Observed,1963,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Nasudake,283150,377835,1915,37.125,139.963,127463611,5725203,5802,298717,639
Philippines,Philippines,Evidence Uncertain,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Natib,273082,300000,1253,14.72,120.4,89468677,25524080,4977,1050509,450
Ecuador,Ecuador,Eruption Observed,2018,Basalt / Picro-Basalt, , , , , , , , , ,"47,8",Shield,LATIN AMER. & CARIB,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),"Negra, Sierra",353050,283560,1124,-0.83,-91.17,13547510,9884,408,983,408
Nicaragua,Nicaragua,Eruption Observed,1999,Basalt / Picro-Basalt, , , , , , , , , ,"43,0",Pyroclastic cone,LATIN AMER. & CARIB,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),"Negro, Cerro",344070,129494,728,12.506,-86.702,5570129,3540933,10243,296320,1690
Nicaragua,Nicaragua,Eruption Dated,1060,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,"43,0",Others,LATIN AMER. & CARIB,México and Central America,Nicaragua,Subduction zone / Continental crust (>25 km),Nejapa-Miraflores,344092,129494,360,12.12,-86.32,5570129,3062823,870837,1610426,295906
Turkey,Turkey,Eruption Observed,1650,Rhyolite,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , ,"90,2",Stratovolcano,NEAR EAST,Mediterranean and Western Asia,Turkey,Intraplate / Continental crust (>25 km),Nemrut Dagi,213020,780580,2948,38.654,42.229,70413958,1618263,7399,230531,608
United States,United States,Eruption Dated,690,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,"31,0",Shield,NORTHERN AMERICA,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Newberry,322110,9631420,2434,43.722,-121.229,298444215,180091,0,16437,0
Australia,Australia,Eruption Dated,-2900,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , ,Trachyte / Trachydacite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , ,"2,6",Shield,OCEANIA,Melanesia and Australia,Australia,Intraplate / Continental crust (>25 km),Newer Volcanics Province,259010,7686850,1011,-37.77,142.5,20264082,610361,610361,610361,610361
Tanzania,Tanzania,Eruption Dated,1450,Trachyte / Trachydacite,Phonolite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , ,"39,6",Caldera,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Ngozi,222164,945087,2614,-8.989,33.554,37445392,2195623,456466,604376,456466
Japan,Japan,Eruption Observed,1998,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Lava dome,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Niigata-Yakeyama,283090,377835,2400,36.921,138.036,127463611,3920252,610,226866,73
Japan,Japan,Eruption Observed,886,Rhyolite, , , , ,Basalt / Picro-Basalt, , , , ,"337,4",Lava dome,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Oceanic crust (< 15 km),Niijima,284020,377835,432,34.397,139.27,127463611,1347661,3349,6139,3060
Japan,Japan,Eruption Observed,1952,Andesite / Basaltic Andesite, , , , , , , , , ,"337,4",Shield,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Nikko-Shiranesan,283140,377835,2578,36.799,139.376,127463611,9303980,2502,79844,513
Japan,Japan,Eruption Dated,-4900,Andesite / Basaltic Andesite, , , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Hokkaido,Subduction zone / Continental crust (>25 km),Niseko,285031,377835,1308,42.875,140.659,127463611,2967982,9981,75171,778
Greece,Greece,Eruption Observed,1888,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,"81,0",Stratovolcano,WESTERN EUROPE,Mediterranean and Western Asia,Greece,Subduction zone / Continental crust (>25 km),Nisyros,212050,131940,698,36.586,27.16,10688058,461031,680,14285,672
Tonga,Tonga,Eruption Observed,1985,Basalt / Picro-Basalt, , , , , , , , , ,"153,3",Shield,OCEANIA,New Zealand to Fiji,Tonga Islands,Subduction zone / Oceanic crust (< 15 km),Niuafo'ou,243110,748,260,-15.6,-175.63,114689,155,155,155,118
Japan,Japan,Eruption Dated,-50,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Norikuradake,283060,377835,3026,36.106,137.554,127463611,5057979,1616,109638,250
Vanuatu,Vanuatu,Evidence Credible,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , ,"17,1",Stratovolcano,OCEANIA,Melanesia and Australia,Vanuatu,Subduction zone / Intermediate crust (15-25 km),North Vate,257081,12200,594,-17.47,168.353,208869,61663,6497,26614,3327
Japan,Japan,Eruption Dated,-3400,Dacite,Rhyolite,Andesite / Basaltic Andesite, , , , , , , ,"337,4",Shield,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Numazawa,283151,377835,835,37.444,139.566,127463611,4383246,4082,110303,990
United States,United States,Unrest / Holocene,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"31,0",Others,NORTHERN AMERICA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,NW Eifuku,284136,9631420,-1535,21.485,144.043,298444215,0,0,0,0
United States,United States,Eruption Observed,2010,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"31,0",Others,NORTHERN AMERICA,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",Subduction zone / Crustal thickness unknown,NW Rota-1,284211,9631420,-517,14.601,144.775,298444215,5988,0,0,0
Kenya,Kenya,Evidence Credible,Unknown,Basalt / Picro-Basalt,Phonolite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite, , , , , ,"59,6",Shield,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),Nyambeni Hills,222056,582650,750,0.23,37.87,34707817,2781323,107199,768936,13389
Russia,Russia,Eruption Dated,-3550,Basalt / Picro-Basalt, , , , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Nylgimelkin,300650,17075200,1764,57.97,160.65,142893540,1792,0,26,0
Ethiopia,Ethiopia,Evidence Credible,Unknown,Rhyolite,Trachyte / Trachydacite, , , ,Basalt / Picro-Basalt, , , , ,"66,3",Caldera,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),O'a Caldera,221280,1127127,2075,7.47,38.58,74777981,8808566,148588,477361,148588
United States,United States,Eruption Observed,1866,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,New Zealand to Fiji,Samoan and Wallis Islands,Subduction zone / Oceanic crust (< 15 km),Ofu-Olosega,244010,9631420,639,-14.175,-169.618,298444215,1387,384,1387,220
New Zealand,New Zealand,Eruption Observed,1981,Rhyolite, , , , ,Basalt / Picro-Basalt,Dacite,Andesite / Basaltic Andesite, , ,"15,2",Lava dome,OCEANIA,New Zealand to Fiji,New Zealand,Subduction zone / Continental crust (>25 km),Okataina,241050,268680,1111,-38.12,176.5,4076140,362413,579,79591,18
Japan,Japan,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"337,4",Shield,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Oki-Dogo,283003,377835,151,36.176,133.334,127463611,691492,12388,22076,6391
